Land;Partner;Variable;Einheit;Jahr;Wert;Quelle
AUS;KOR;Inflows of foreign population by nationality;Tsd. Persons;2009;5.165;OECD Migration Database
AUS;KOR;Inflows of foreign population by nationality;Tsd. Persons;2010;4.327;OECD Migration Database
AUS;KOR;Inflows of foreign population by nationality;Tsd. Persons;2011;4.31;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2000;0.022;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2001;0.025;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2002;0.038;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2003;0.033;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2004;0.041;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2005;0.049;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2006;0.037;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2007;0.028;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2008;0.047;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2009;0.051;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2010;0.074;OECD Migration Database
AUS;LVA;Inflows of foreign population by nationality;Tsd. Persons;2011;0.044;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2000;0.027;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2001;0.033;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2002;0.047;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2003;0.03;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2004;0.029;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2005;0.044;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2006;0.029;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2007;0.028;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2008;0.035;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2009;0.036;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2010;0.059;OECD Migration Database
AUS;LTU;Inflows of foreign population by nationality;Tsd. Persons;2011;0.042;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2000;0;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2001;0.002;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2002;0.001;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2003;0.002;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2004;0;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2005;0;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2006;0.004;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2007;0.001;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2008;0.006;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2009;0;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2010;0.006;OECD Migration Database
AUS;LUX;Inflows of foreign population by nationality;Tsd. Persons;2011;0.002;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2000;0.033;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2001;0.04;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2002;0.026;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2003;0.069;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2004;0.052;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2005;0.094;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2006;0.053;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2007;0.117;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2008;0.116;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2009;0.075;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2010;0.05;OECD Migration Database
AUS;MLT;Inflows of foreign population by nationality;Tsd. Persons;2011;0.057;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2000;0.048;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2001;0.05;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2002;0.063;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2003;0.073;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2004;0.078;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2005;0.109;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2006;0.178;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2007;0.183;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2008;0.282;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2009;0.288;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2010;0.278;OECD Migration Database
AUS;MEX;Inflows of foreign population by nationality;Tsd. Persons;2011;0.248;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2000;0.507;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2001;0.585;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2002;0.657;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2003;0.679;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2004;0.747;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2005;0.796;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2006;0.847;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2007;0.911;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2008;0.963;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2009;0.978;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2010;0.832;OECD Migration Database
AUS;NLD;Inflows of foreign population by nationality;Tsd. Persons;2011;0.729;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2000;31.615;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2001;42.254;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2002;21.644;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2003;16.364;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2004;18.718;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2005;22.379;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2006;23.781;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2007;28.307;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2008;34.494;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2009;33.034;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2010;24.447;OECD Migration Database
AUS;NZL;Inflows of foreign population by nationality;Tsd. Persons;2011;34.568;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2000;0.052;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2001;0.05;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2002;0.091;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2003;0.146;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2004;0.164;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2005;0.147;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2006;0.197;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2007;0.169;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2008;0.126;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2009;0.168;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2010;0.134;OECD Migration Database
AUS;NOR;Inflows of foreign population by nationality;Tsd. Persons;2011;0.12;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2000;0.25;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2001;0.274;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2002;0.324;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2003;0.319;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2004;0.419;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2005;0.491;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2006;0.532;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2007;0.489;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2008;0.525;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2009;0.524;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.524;OECD Migration Database
AUS;POL;Inflows of foreign population by nationality;Tsd. Persons;2011;0.497;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2000;0.098;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2001;0.119;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2002;0.128;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2003;0.157;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2004;0.136;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2005;0.188;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2006;0.179;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2007;0.151;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2008;0.182;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2009;0.186;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2010;0.226;OECD Migration Database
AUS;PRT;Inflows of foreign population by nationality;Tsd. Persons;2011;0.216;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2000;0.314;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2001;0.302;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2002;0.296;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2003;0.316;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2004;0.291;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2005;0.277;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2006;0.287;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2007;0.317;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2008;0.303;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2009;0.301;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2010;0.3;OECD Migration Database
AUS;ROU;Inflows of foreign population by nationality;Tsd. Persons;2011;0.247;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2000;0.487;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2001;0.599;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2002;0.743;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2003;0.704;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2004;0.801;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2005;0.901;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2006;0.976;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2007;0.673;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2008;0.906;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2009;1.225;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2010;1.114;OECD Migration Database
AUS;RUS;Inflows of foreign population by nationality;Tsd. Persons;2011;1.091;OECD Migration Database
AUS;SVK;Inflows of foreign population by nationality;Tsd. Persons;2000;0.064;OECD Migration Database
AUS;SVK;Inflows of foreign population by nationality;Tsd. Persons;2001;0.098;OECD Migration Database
